latitude,longitude,color,year,country,sector
40.1756,34.382,lime,2000,Turkey,Manufacture of textiles
,,lime,2000,Turkey,Manufacture of textiles
40.83,-98.58,lime,2000,USA,"Cultivation of vegetables, fruit, nuts"
36.1756,134.382,lime,2000,Japan,Processing of food products
,,lime,2000,Japan,Processing of food products
14.0,101.0,lime,2000,RoW Asia and Pacific,Cultivation of crops
24.8956,42.502,lime,2000,RoW Middle East,Chemicals
,,lime,2000,RoW Middle East,Chemicals
4.0,-73.25,lime,2000,RoW America,Cultivation of crops
52.1756,8.382,lime,2000,Germany,Processing of food products
,,lime,2000,Germany,Processing of food products
60.0,-106.0,lime,2000,Canada,Cultivation of crops
42.0056,-100.198,lime,2000,USA,Processing of food products
,,lime,2000,USA,Processing of food products
-13.0,-53.0,lime,2000,Brazil,Cultivation of oil seeds
37.0156,101.832,lime,2000,China,Processing vegetable oils and fats
,,lime,2000,China,Processing vegetable oils and fats
-1.0,115.0,lime,2000,Indonesia,Cultivation of crops
42.0056,-100.198,lime,2000,USA,Manufacture of tobacco products
,,lime,2000,USA,Manufacture of tobacco products
66.42,94.25,lime,2000,Russia,Forestry
66.1756,25.382,lime,2000,Finland,Manufacture of wood products
,,lime,2000,Finland,Manufacture of wood products
4.0,-73.25,lime,2000,RoW America,"Cultivation of vegetables, fruit, nuts"
51.8156,3.052,lime,2000,Belgium,Processing of food products
,,lime,2000,Belgium,Processing of food products
40.83,-98.58,lime,2000,USA,Cattle farming
61.1756,-107.618,lime,2000,Canada,Processing of meat cattle
,,lime,2000,Canada,Processing of meat cattle
14.0,101.0,lime,2000,RoW Asia and Pacific,Cultivation of plant-based fibers
67.5956,92.632,lime,2000,Russia,Manufacture of textiles
,,lime,2000,Russia,Manufacture of textiles
-25.5,135.0,lime,2000,Australia,Wool and silk
25.1756,119.382,lime,2000,Taiwan,Manufacture of beverages
,,lime,2000,Taiwan,Manufacture of beverages
4.0,-73.25,orange,2000,RoW America,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
23.0,-102.0,orange,2000,Mexico,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
60.0,-106.0,orange,2000,Canada,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
15.1756,99.382,orange,2000,RoW Asia and Pacific,Petroleum Refinery
,,orange,2000,RoW Asia and Pacific,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
54.6,-2.0,orange,2000,United Kingdom,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
55.7756,-3.618,orange,2000,United Kingdom,Petroleum Refinery
,,orange,2000,United Kingdom,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
43.6756,10.882,orange,2000,Italy,Petroleum Refinery
,,orange,2000,Italy,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
48.1756,0.382,orange,2000,France,Petroleum Refinery
,,orange,2000,France,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of natural gas
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
37.0156,101.832,orange,2000,China,Petroleum Refinery
,,orange,2000,China,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
-24.3244,133.382,orange,2000,Australia,Petroleum Refinery
,,orange,2000,Australia,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
43.6756,10.882,orange,2000,Italy,Petroleum Refinery
,,orange,2000,Italy,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
5.1756,-74.868,orange,2000,RoW America,Petroleum Refinery
,,orange,2000,RoW America,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
25.1756,119.382,orange,2000,Taiwan,Petroleum Refinery
,,orange,2000,Taiwan,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
52.1756,8.382,orange,2000,Germany,Petroleum Refinery
,,orange,2000,Germany,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
5.1756,-74.868,orange,2000,RoW America,Petroleum Refinery
,,orange,2000,RoW America,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
53.1756,17.382,orange,2000,Poland,Petroleum Refinery
,,orange,2000,Poland,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
53.4956,3.932,orange,2000,Netherlands,Petroleum Refinery
,,orange,2000,Netherlands,Petroleum Refinery
54.6,-2.0,orange,2000,United Kingdom,Extraction of crude petroleum
53.4956,3.932,orange,2000,Netherlands,Petroleum Refinery
,,orange,2000,Netherlands,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
43.6756,10.882,orange,2000,Italy,Petroleum Refinery
,,orange,2000,Italy,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of natural gas
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
54.6,-2.0,orange,2000,United Kingdom,Extraction of crude petroleum
52.1756,8.382,orange,2000,Germany,Petroleum Refinery
,,orange,2000,Germany,Petroleum Refinery
54.6,-2.0,orange,2000,United Kingdom,Extraction of crude petroleum
48.1756,0.382,orange,2000,France,Petroleum Refinery
,,orange,2000,France,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
41.3756,-5.118,orange,2000,Spain,Petroleum Refinery
,,orange,2000,Spain,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
23.9756,78.382,orange,2000,India,Petroleum Refinery
,,orange,2000,India,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
41.3756,-5.118,orange,2000,Spain,Petroleum Refinery
,,orange,2000,Spain,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
53.4956,3.932,orange,2000,Netherlands,Petroleum Refinery
,,orange,2000,Netherlands,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
48.1756,0.382,orange,2000,France,Petroleum Refinery
,,orange,2000,France,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
52.1756,8.382,orange,2000,Germany,Petroleum Refinery
,,orange,2000,Germany,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
4.0,-73.25,orange,2000,RoW America,Extraction of crude petroleum
-11.8244,-54.618,orange,2000,Brazil,Petroleum Refinery
,,orange,2000,Brazil,Petroleum Refinery
23.0,-102.0,orange,2000,Mexico,Extraction of crude petroleum
5.1756,-74.868,orange,2000,RoW America,Petroleum Refinery
,,orange,2000,RoW America,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
48.1756,0.382,orange,2000,France,Petroleum Refinery
,,orange,2000,France,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
52.1756,8.382,orange,2000,Germany,Petroleum Refinery
,,orange,2000,Germany,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
39.6756,21.382,orange,2000,Greece,Petroleum Refinery
,,orange,2000,Greece,Petroleum Refinery
-1.0,115.0,orange,2000,Indonesia,Extraction of crude petroleum
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
43.6756,10.882,orange,2000,Italy,Petroleum Refinery
,,orange,2000,Italy,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
61.1756,-107.618,orange,2000,Canada,Petroleum Refinery
,,orange,2000,Canada,Petroleum Refinery
-25.5,135.0,orange,2000,Australia,Extraction of crude petroleum
15.1756,99.382,orange,2000,RoW Asia and Pacific,Petroleum Refinery
,,orange,2000,RoW Asia and Pacific,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
40.1756,34.382,orange,2000,Turkey,Petroleum Refinery
,,orange,2000,Turkey,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
37.0156,101.832,orange,2000,China,Petroleum Refinery
,,orange,2000,China,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
-27.8244,22.382,orange,2000,South Africa,Petroleum Refinery
,,orange,2000,South Africa,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
50.1756,30.382,orange,2000,RoW Europe,Petroleum Refinery
,,orange,2000,RoW Europe,Petroleum Refinery
-1.0,115.0,orange,2000,Indonesia,Extraction of crude petroleum
37.0156,101.832,orange,2000,China,Petroleum Refinery
,,orange,2000,China,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
37.0156,101.832,orange,2000,China,Petroleum Refinery
,,orange,2000,China,Petroleum Refinery
-1.0,115.0,orange,2000,Indonesia,Extraction of crude petroleum
25.1756,119.382,orange,2000,Taiwan,Petroleum Refinery
,,orange,2000,Taiwan,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
61.6756,12.382,orange,2000,Sweden,Petroleum Refinery
,,orange,2000,Sweden,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of natural gas
36.1756,134.382,orange,2000,Japan,Chemicals
,,orange,2000,Japan,Chemicals
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
47.9756,6.612,orange,2000,Switzerland,Petroleum Refinery
,,orange,2000,Switzerland,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of crude petroleum
52.1756,8.382,orange,2000,Germany,Petroleum Refinery
,,orange,2000,Germany,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
25.1756,119.382,orange,2000,Taiwan,Petroleum Refinery
,,orange,2000,Taiwan,Petroleum Refinery
-25.5,135.0,orange,2000,Australia,Extraction of crude petroleum
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
23.0,-102.0,orange,2000,Mexico,Extraction of crude petroleum
41.3756,-5.118,orange,2000,Spain,Petroleum Refinery
,,orange,2000,Spain,Petroleum Refinery
-25.5,135.0,orange,2000,Australia,"Mining of coal, lignite and peat"
33.098,136.618,orange,2000,Japan,Production of electricity by coal
,,orange,2000,Japan,Production of electricity by coal
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
25.1756,119.382,orange,2000,Taiwan,Petroleum Refinery
,,orange,2000,Taiwan,Petroleum Refinery
65.0,11.0,orange,2000,Norway,Extraction of natural gas
48.1756,0.382,orange,2000,France,Manufacture of gas
,,orange,2000,France,Manufacture of gas
54.6,-2.0,orange,2000,United Kingdom,Extraction of crude petroleum
61.1756,-107.618,orange,2000,Canada,Petroleum Refinery
,,orange,2000,Canada,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
35.84,103.45,orange,2000,China,Extraction of crude petroleum
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
0.1756,113.382,orange,2000,Indonesia,Petroleum Refinery
,,orange,2000,Indonesia,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
-1.0,115.0,orange,2000,Indonesia,Extraction of crude petroleum
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
-25.5,135.0,orange,2000,Australia,Extraction of crude petroleum
42.0056,-100.198,orange,2000,USA,Petroleum Refinery
,,orange,2000,USA,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
67.5956,92.632,orange,2000,Russia,Petroleum Refinery
,,orange,2000,Russia,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
15.1756,99.382,orange,2000,RoW Asia and Pacific,Chemicals
,,orange,2000,RoW Asia and Pacific,Chemicals
-1.0,115.0,orange,2000,Indonesia,Extraction of crude petroleum
15.1756,99.382,orange,2000,RoW Asia and Pacific,Petroleum Refinery
,,orange,2000,RoW Asia and Pacific,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
48.1756,0.382,orange,2000,France,Petroleum Refinery
,,orange,2000,France,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
-24.3244,133.382,orange,2000,Australia,Petroleum Refinery
,,orange,2000,Australia,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
-11.8244,-54.618,orange,2000,Brazil,Petroleum Refinery
,,orange,2000,Brazil,Petroleum Refinery
4.0,-73.25,orange,2000,RoW America,Mining of copper
36.1756,134.382,orange,2000,Japan,Copper production
,,orange,2000,Japan,Copper production
14.0,101.0,orange,2000,RoW Asia and Pacific,Mining of copper
36.1756,134.382,orange,2000,Japan,Copper production
,,orange,2000,Japan,Copper production
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
0.1756,113.382,orange,2000,Indonesia,Petroleum Refinery
,,orange,2000,Indonesia,Petroleum Refinery
56.0,10.0,orange,2000,Denmark,Extraction of crude petroleum
61.6756,12.382,orange,2000,Sweden,Petroleum Refinery
,,orange,2000,Sweden,Petroleum Refinery
60.0,-106.0,orange,2000,Canada,Extraction of natural gas
42.0056,-100.198,orange,2000,USA,Manufacture of furniture
,,orange,2000,USA,Manufacture of furniture
-25.5,135.0,orange,2000,Australia,Extraction of crude petroleum
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
50.1756,18.382,orange,2000,Slovakia,Petroleum Refinery
,,orange,2000,Slovakia,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
53.4956,3.932,orange,2000,Netherlands,Petroleum Refinery
,,orange,2000,Netherlands,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
39.8756,-10.798,orange,2000,Portugal,Petroleum Refinery
,,orange,2000,Portugal,Petroleum Refinery
4.0,-73.25,orange,2000,RoW America,Extraction of crude petroleum
37.1756,126.382,orange,2000,South Korea,Petroleum Refinery
,,orange,2000,South Korea,Petroleum Refinery
23.72,44.12,orange,2000,RoW Middle East,Extraction of crude petroleum
61.1756,-107.618,orange,2000,Canada,Petroleum Refinery
,,orange,2000,Canada,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
23.9756,78.382,orange,2000,India,Petroleum Refinery
,,orange,2000,India,Petroleum Refinery
4.0,-73.25,orange,2000,RoW America,Extraction of crude petroleum
61.1756,-107.618,orange,2000,Canada,Petroleum Refinery
,,orange,2000,Canada,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
5.1756,-74.868,orange,2000,RoW America,Petroleum Refinery
,,orange,2000,RoW America,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
52.1756,8.382,orange,2000,Germany,Petroleum Refinery
,,orange,2000,Germany,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
61.1756,-107.618,orange,2000,Canada,Petroleum Refinery
,,orange,2000,Canada,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
53.4956,3.932,orange,2000,Netherlands,Petroleum Refinery
,,orange,2000,Netherlands,Petroleum Refinery
51.0,10.0,orange,2000,Germany,Extraction of crude petroleum
61.6756,12.382,orange,2000,Sweden,Petroleum Refinery
,,orange,2000,Sweden,Petroleum Refinery
-25.5,135.0,orange,2000,Australia,Extraction of natural gas
36.1756,134.382,orange,2000,Japan,Petroleum Refinery
,,orange,2000,Japan,Petroleum Refinery
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
48.1756,17.382,orange,2000,Hungary,Petroleum Refinery
,,orange,2000,Hungary,Petroleum Refinery
56.0,10.0,orange,2000,Denmark,Extraction of crude petroleum
53.4956,3.932,orange,2000,Netherlands,Petroleum Refinery
,,orange,2000,Netherlands,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Mining of nickel
36.1756,134.382,orange,2000,Japan,Other non-ferrous metal production
,,orange,2000,Japan,Other non-ferrous metal production
66.42,94.25,orange,2000,Russia,Extraction of crude petroleum
50.6756,14.382,orange,2000,Czechia,Petroleum Refinery
,,orange,2000,Czechia,Petroleum Refinery
9.0,8.0,orange,2000,RoW Africa,Extraction of crude petroleum
23.9756,78.382,orange,2000,India,Petroleum Refinery
,,orange,2000,India,Petroleum Refinery
14.0,101.0,orange,2000,RoW Asia and Pacific,Extraction of crude petroleum
49.1756,12.382,orange,2000,Austria,Petroleum Refinery
,,orange,2000,Austria,Petroleum Refinery
40.83,-98.58,red,2000,USA,Manufacture of motor vehicles
61.1756,-107.618,red,2000,Canada,Manufacture of motor vehicles
,,red,2000,Canada,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of communication equipment
24.1756,-103.618,red,2000,Mexico,Manufacture of communication equipment
,,red,2000,Mexico,Manufacture of communication equipment
60.0,-106.0,red,2000,Canada,Manufacture of motor vehicles
42.0056,-100.198,red,2000,USA,Manufacture of motor vehicles
,,red,2000,USA,Manufacture of motor vehicles
35.0,136.0,red,2000,Japan,Manufacture of motor vehicles
42.0056,-100.198,red,2000,USA,Manufacture of motor vehicles
,,red,2000,USA,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of motor vehicles
24.1756,-103.618,red,2000,Mexico,Manufacture of motor vehicles
,,red,2000,Mexico,Manufacture of motor vehicles
35.0,136.0,red,2000,Japan,Manufacture of communication equipment
42.0056,-100.198,red,2000,USA,Manufacture of communication equipment
,,red,2000,USA,Manufacture of communication equipment
40.83,-98.58,red,2000,USA,Manufacture of communication equipment
36.1756,134.382,red,2000,Japan,Manufacture of communication equipment
,,red,2000,Japan,Manufacture of communication equipment
23.0,-102.0,red,2000,Mexico,Manufacture of motor vehicles
42.0056,-100.198,red,2000,USA,Manufacture of motor vehicles
,,red,2000,USA,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of communication equipment
37.1756,126.382,red,2000,South Korea,Manufacture of communication equipment
,,red,2000,South Korea,Manufacture of communication equipment
23.0,-102.0,red,2000,Mexico,Manufacture of communication equipment
42.0056,-100.198,red,2000,USA,Manufacture of communication equipment
,,red,2000,USA,Manufacture of communication equipment
51.0,10.0,red,2000,Germany,Manufacture of motor vehicles
42.0056,-100.198,red,2000,USA,Manufacture of motor vehicles
,,red,2000,USA,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of electrical machinery
24.1756,-103.618,red,2000,Mexico,Manufacture of electrical machinery
,,red,2000,Mexico,Manufacture of electrical machinery
51.0,10.0,red,2000,Germany,Manufacture of other transport equipment
48.1756,0.382,red,2000,France,Manufacture of other transport equipment
,,red,2000,France,Manufacture of other transport equipment
47.0,2.0,red,2000,France,Manufacture of motor vehicles
41.3756,-5.118,red,2000,Spain,Manufacture of motor vehicles
,,red,2000,Spain,Manufacture of motor vehicles
35.84,103.45,red,2000,China,Tanning and dressing of leather
15.1756,99.382,red,2000,RoW Asia and Pacific,Chemicals
,,red,2000,RoW Asia and Pacific,Chemicals
40.83,-98.58,red,2000,USA,Manufacture of office machinery and computers
15.1756,99.382,red,2000,RoW Asia and Pacific,Chemicals
,,red,2000,RoW Asia and Pacific,Chemicals
35.0,136.0,red,2000,Japan,Manufacture of communication equipment
37.1756,126.382,red,2000,South Korea,Manufacture of communication equipment
,,red,2000,South Korea,Manufacture of communication equipment
35.0,136.0,red,2000,Japan,Manufacture of communication equipment
25.1756,119.382,red,2000,Taiwan,Manufacture of communication equipment
,,red,2000,Taiwan,Manufacture of communication equipment
60.0,-106.0,red,2000,Canada,Manufacture of wood products
38.928,-97.962,red,2000,USA,Construction
,,red,2000,USA,Construction
40.83,-98.58,red,2000,USA,Manufacture of electrical machinery
24.1756,-103.618,red,2000,Mexico,Manufacture of motor vehicles
,,red,2000,Mexico,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of other transport equipment
48.1756,0.382,red,2000,France,Manufacture of other transport equipment
,,red,2000,France,Manufacture of other transport equipment
40.83,-98.58,red,2000,USA,Manufacture of rubber and plastic products
24.1756,-103.618,red,2000,Mexico,Manufacture of motor vehicles
,,red,2000,Mexico,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of office machinery and computers
12.098,101.618,red,2000,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
,,red,2000,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
60.0,-106.0,red,2000,Canada,Manufacture of wood products
42.0056,-100.198,red,2000,USA,Manufacture of wood products
,,red,2000,USA,Manufacture of wood products
60.0,-106.0,red,2000,Canada,Paper
42.0056,-100.198,red,2000,USA,Paper
,,red,2000,USA,Paper
40.83,-98.58,red,2000,USA,Chemicals
61.1756,-107.618,red,2000,Canada,Chemicals
,,red,2000,Canada,Chemicals
23.0,-102.0,red,2000,Mexico,Manufacture of electrical machinery
38.928,-97.962,red,2000,USA,Construction
,,red,2000,USA,Construction
35.0,136.0,red,2000,Japan,Plastics
15.1756,99.382,red,2000,RoW Asia and Pacific,Manufacture of rubber and plastic products
,,red,2000,RoW Asia and Pacific,Manufacture of rubber and plastic products
14.0,101.0,red,2000,RoW Asia and Pacific,Chemicals
36.902,136.618,red,2000,Japan,Health and social work
,,red,2000,Japan,Health and social work
40.83,-98.58,red,2000,USA,Manufacture of textiles
24.1756,-103.618,red,2000,Mexico,Manufacture of wearing apparel
,,red,2000,Mexico,Manufacture of wearing apparel
47.0,2.0,red,2000,France,Manufacture of motor vehicles
52.1756,8.382,red,2000,Germany,Manufacture of motor vehicles
,,red,2000,Germany,Manufacture of motor vehicles
4.0,-73.25,red,2000,RoW America,Petroleum Refinery
42.732,-97.962,red,2000,USA,Public administration and defence; social security
,,red,2000,USA,Public administration and defence; social security
35.0,136.0,red,2000,Japan,Manufacture of communication equipment
37.0156,101.832,red,2000,China,Manufacture of communication equipment
,,red,2000,China,Manufacture of communication equipment
40.83,-98.58,red,2000,USA,Manufacture of communication equipment
24.1756,-103.618,red,2000,Mexico,Manufacture of office machinery and computers
,,red,2000,Mexico,Manufacture of office machinery and computers
40.83,-98.58,red,2000,USA,Plastics
15.1756,99.382,red,2000,RoW Asia and Pacific,Manufacture of rubber and plastic products
,,red,2000,RoW Asia and Pacific,Manufacture of rubber and plastic products
35.0,136.0,red,2000,Japan,Manufacture of office machinery and computers
15.1756,99.382,red,2000,RoW Asia and Pacific,Chemicals
,,red,2000,RoW Asia and Pacific,Chemicals
40.83,-98.58,red,2000,USA,Manufacture of other transport equipment
55.7756,-3.618,red,2000,United Kingdom,Manufacture of other transport equipment
,,red,2000,United Kingdom,Manufacture of other transport equipment
51.0,10.0,red,2000,Germany,Manufacture of motor vehicles
41.3756,-5.118,red,2000,Spain,Manufacture of motor vehicles
,,red,2000,Spain,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Chemicals
61.902,-105.382,red,2000,Canada,Public administration and defence; social security
,,red,2000,Canada,Public administration and defence; social security
51.0,10.0,red,2000,Germany,Manufacture of motor vehicles
51.8156,3.052,red,2000,Belgium,Manufacture of motor vehicles
,,red,2000,Belgium,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of office machinery and computers
24.1756,-103.618,red,2000,Mexico,Manufacture of office machinery and computers
,,red,2000,Mexico,Manufacture of office machinery and computers
35.84,103.45,red,2000,China,Manufacture of office machinery and computers
15.1756,99.382,red,2000,RoW Asia and Pacific,Chemicals
,,red,2000,RoW Asia and Pacific,Chemicals
40.2,-3.5,red,2000,Spain,Manufacture of motor vehicles
48.1756,0.382,red,2000,France,Manufacture of motor vehicles
,,red,2000,France,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Chemicals
36.902,136.618,red,2000,Japan,Health and social work
,,red,2000,Japan,Health and social work
35.0,136.0,red,2000,Japan,"Manufacture of basic iron, steel and ferro-alloys"
25.1756,119.382,red,2000,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
,,red,2000,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
51.0,10.0,red,2000,Germany,Manufacture of motor vehicles
48.1756,0.382,red,2000,France,Manufacture of motor vehicles
,,red,2000,France,Manufacture of motor vehicles
40.83,-98.58,red,2000,USA,Manufacture of electrical machinery
24.1756,-103.618,red,2000,Mexico,Manufacture of communication equipment
,,red,2000,Mexico,Manufacture of communication equipment
40.83,-98.58,red,2000,USA,Manufacture of communication equipment
61.1756,-107.618,red,2000,Canada,Manufacture of communication equipment
,,red,2000,Canada,Manufacture of communication equipment
14.0,101.0,red,2000,RoW Asia and Pacific,Chemicals
37.0156,101.832,red,2000,China,Chemicals
,,red,2000,China,Chemicals
35.0,136.0,red,2000,Japan,Manufacture of machinery
42.0056,-100.198,red,2000,USA,Manufacture of machinery
,,red,2000,USA,Manufacture of machinery
14.0,101.0,red,2000,RoW Asia and Pacific,Manufacture of communication equipment
42.0056,-100.198,red,2000,USA,Manufacture of communication equipment
,,red,2000,USA,Manufacture of communication equipment
24.0,121.0,red,2000,Taiwan,Manufacture of communication equipment
36.1756,134.382,red,2000,Japan,Manufacture of communication equipment
,,red,2000,Japan,Manufacture of communication equipment
35.0,136.0,red,2000,Japan,"Manufacture of basic iron, steel and ferro-alloys"
15.1756,99.382,red,2000,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
,,red,2000,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
14.0,101.0,red,2000,RoW Asia and Pacific,Manufacture of communication equipment
36.1756,134.382,red,2000,Japan,Manufacture of communication equipment
